,Basilan,Samar,Northern Samar,Leyte,Eastern Samar,Ifugao,Sulu,City of Isabela,Zambales,Rizal,Quezon,Palawan,Oriental Mindoro,Occidental Mindoro,Nueva Ecija,National Capital Region,Marinduque,Laguna,Cavite,Camarines Norte,Bulacan,Batangas,Bataan,Aurora,Surigao del Norte,Tawi-Tawi,Pangasinan,Romblon,Masbate,Lanao del Sur,Maguindanao,Cotabato City,Antique,Tarlac,Pampanga,Mountain Province,Kalinga,Batanes,Quirino,Nueva Vizcaya,La Union,Isabela,Ilocos Sur,Ilocos Norte,Cagayan,Benguet,Apayao,Abra,Sultan Kudarat,South Cotabato,Negros Occidental,Iloilo,Guimaras,Cotabato,Sarangani,Cebu,Capiz,Bohol,Zamboanga Sibugay,Zamboanga del Sur,Zamboanga del Norte,Surigao del Sur,Southern Leyte,Siquijor,Negros Oriental,Misamis Oriental,Misamis Occidental,Lanao del Norte,Dinagat Islands,Davao Oriental,Davao del Sur,Davao del Norte,Compostela Valley,Camiguin,Bukidnon,Biliran,Agusan del Sur,Agusan del Norte,Sorsogon,Catanduanes,Camarines Sur,Albay,Aklan
Bulacan,0.065707979116949,0.6425471108325788,0.6425471108325786,0.6425471108325789,0.819803595289731,,0.08208685545676572,0.08111688062815396,0.9988688110749797,0.996092672235449,0.9956816191916038,0.9988688110749797,0.9988688110749797,0.9988688110749796,0.9969368023651268,0.9988688110749797,0.9988688110749797,0.9961806677065245,0.9988688110749797,0.8103515437478703,0.9977423007180912,0.9981603170445453,0.9850245303113699,0.9931277375487242,0.6425471108325788,0.08208685545676574,0.2733564497216898,,0.6425471108325788,,,0.9988688110749795,0.6425471108325789,0.4568346475610606,0.36459911730361694,0.09185937687952216,0.09413070894305611,0.17712838605696718,0.9988688110749798,0.9988688110749796,0.7139955315786785,0.9988688110749797,0.09185937687952216,0.8220429724763635,,0.48318118026330004,0.17401654389652677,,,0.6425471108325786,0.6425471108325788,0.9988688110749795,0.9988688110749797,0.6425471108325788,0.6425471108325789,0.6435607340212127,,0.6425471108325788,0.6425471108325788,0.3049158146878682,0.6425471108325788,,0.6675551650178506,0.6425471108325788,0.6425471108325788,0.6664292253825894,0.6425471108325788,0.6425471108325789,0.6425471108325788,,0.6425471108325786,0.6425471108325788,0.6425471108325789,0.6425471108325788,0.6425471108325786,0.6425471108325788,0.6425471108325788,0.6425471108325786,0.45893539092114066,0.45895705546060567,0.48137840659399894,0.4639414151666417,0.9988688110749797
Batangas,0.06569465090444705,0.6427151652715802,0.6427151652715803,0.6427151652715801,0.820096859890595,,0.08205462583832708,0.08109014823377154,0.9992885634865497,0.9965081462901536,0.9960964597651627,0.9992885634865496,0.9992885634865497,0.9992885634865496,0.9973555932952473,0.9992885634865497,0.9992885634865497,0.9965962773726122,0.9992885634865497,0.8104807688510058,0.9981603170445453,0.9985789775833834,0.985437392992543,0.9935386422899309,0.6427151652715802,0.0820546258383271,0.2733718007081862,,0.6427151652715802,,,0.9992885634865497,0.6427151652715802,0.45698465181334996,0.3647032197176419,0.09191155816651804,0.09402763483832449,0.17709037255419377,0.9992885634865496,0.9992885634865496,0.7142998373501608,0.9992885634865496,0.09191155816651804,0.8223714253855031,,0.4833919471062088,0.17401040492158612,,,0.6427151652715802,0.6427151652715802,0.9992885634865496,0.9992885634865497,0.6427151652715802,0.6427151652715801,0.6437295044617977,,0.6427151652715802,0.6427151652715802,0.3049705592190566,0.6427151652715802,,0.6677408846075631,0.6427151652715802,0.6427151652715803,0.6666141496328003,0.6427151652715801,0.6427151652715802,0.6427151652715802,,0.6427151652715802,0.6427151652715802,0.6427151652715802,0.6427151652715802,0.6427151652715801,0.6427151652715802,0.6427151652715803,0.6427151652715803,0.4585230423505816,0.45854474027765324,0.48100064535344433,0.46353678146894634,0.9992885634865496
Bataan,0.06559978072653155,0.6320889372295981,0.6320889372295981,0.6320889372295982,0.8082144492578823,,0.0825095343322732,0.08183128207398613,0.9861371521322914,0.9833952397904455,0.9829892545428693,0.9861371521322913,0.9861371521322914,0.9861371521322913,0.9842705347453716,0.9861371521322914,0.9861371521322914,0.9834821503817794,0.9861371521322913,0.7999440790140206,0.9850245303113699,0.985437392992543,0.9727614488805605,0.9804668592301741,0.6320889372295982,0.0825095343322732,0.2742531417259192,,0.6320889372295981,,,0.9861371521322913,0.6320889372295982,0.462448832944231,0.3733351329943942,0.09092822088728743,0.09439983456033005,0.1788431777707813,0.9861371521322914,0.9861371521322914,0.7049701714334039,0.9861371521322914,0.09092822088728744,0.8123534786805273,,0.4771587937707968,0.17547589254865337,,,0.632088937229598,0.6320889372295981,0.9861371521322915,0.9861371521322914,0.6320889372295981,0.632088937229598,0.6330960930673586,,0.6320889372295981,0.6320889372295982,0.3013554427402128,0.6320889372295981,,0.6569374292985966,0.6320889372295982,0.6320889372295981,0.6558186736413316,0.6320889372295981,0.6320889372295982,0.6320889372295981,,0.6320889372295982,0.6320889372295981,0.6320889372295981,0.6320889372295982,0.6320889372295981,0.6320889372295981,0.6320889372295982,0.6320889372295982,0.4528604703561764,0.4528818677975773,0.4750267902769938,0.4578047762629509,0.9861371521322913
Aurora,0.06585511183553606,0.6406919253396017,0.6406919253396018,0.6406919253396016,0.8165661905751684,,0.08244264445541886,0.08141198470600786,0.9942350829258544,0.9915061736961891,0.9911021137733717,0.9942350829258544,0.9942350829258545,0.9942350829258544,0.9923136881958963,0.9942350829258545,0.9942350829258544,0.9915926721269477,0.9942350829258544,0.8089250028121493,0.9931277375487242,0.9935386422899309,0.9804668592301741,0.9885916805459386,0.6406919253396018,0.08244264445541885,0.27318698720930296,,0.6406919253396017,,,0.9942350829258544,0.6406919253396018,0.45517872157430855,0.3634499105975604,0.09128333754836947,0.09526856394370825,0.17754802447474094,0.9942350829258546,0.9942350829258544,0.7106362412437272,0.9942350829258545,0.09128333754836947,0.818417117213135,,0.48085448427307104,0.17408431322960358,,,0.6406919253396017,0.6406919253396017,0.9942350829258545,0.9942350829258544,0.6406919253396017,0.6406919253396018,0.6416976444481167,,0.6406919253396017,0.6406919253396017,0.3043114792077453,0.6406919253396016,,0.6655049705056255,0.6406919253396017,0.6406919253396016,0.6643878107771248,0.6406919253396017,0.6406919253396017,0.6406919253396017,,0.6406919253396017,0.6406919253396017,0.6406919253396016,0.6406919253396018,0.6406919253396017,0.6406919253396017,0.6406919253396017,0.6406919253396018,0.4634873866357202,0.46350868260293204,0.48554858607541956,0.4684082449058292,0.9942350829258545
Surigao del Norte,0.039973669661356445,1.0,1.0,1.0,0.8224060872291685,,0.023,0.02395516038371674,0.643,0.6418839133169145,0.6417186583153472,0.6430000000000001,0.643,0.643,0.641477330193882,0.6430000000000001,0.643,0.6419192899962219,0.643,0.567210702793589,0.6425471108325788,0.6427151652715802,0.6320889372295982,0.6406919253396017,1.0,0.023,0.12769707395404312,,1.0,,,0.6430000000000001,1.0,0.21580779819575033,0.14311441112246834,0.015,0.039879461585985515,0.148264151087408,0.643,0.6430000000000001,0.4457579286621568,0.643,0.014999999999999998,0.5351705130067109,,0.2859454645783256,0.14000000000000004,,,1.0,1.0,0.6429999999999999,0.643,1.0,1.0,0.9989844472618531,,1.0,1.0,0.414763342534164,1.0,,0.974944340077889,1.0,1.0,0.9760724230700691,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42593142568893605,0.42594013544928655,0.434954155591375,0.42794398965585617,0.643
Tawi-Tawi,0.2922865313538087,0.023000000000000003,0.023,0.023,0.052350254491537976,,1.0,0.5458212375426926,0.08200000000000002,0.08221404402141368,0.08224573676144026,0.082,0.08200000000000002,0.082,0.08207110696357073,0.082,0.082,0.08220725945277933,0.082,0.09653493371081857,0.08208685545676574,0.0820546258383271,0.0825095343322732,0.08244264445541885,0.023,1.0,0.10037384825447497,,0.023,,,0.082,0.023,0.10194939428715498,0.10534409352246123,0.010999999999999998,0.08786502954697581,0.06392311321280915,0.08200000000000002,0.08200000000000002,0.05970033906849225,0.082,0.010999999999999998,0.08757369117659149,,0.04163236940296357,0.108,,,0.023,0.023000000000000003,0.082,0.082,0.022999999999999996,0.023,0.02316783644692065,,0.023000000000000003,0.023,0.038606310865755625,0.023,,0.027140851359676647,0.023000000000000003,0.022999999999999996,0.026954417475814903,0.023000000000000003,0.023,0.023,,0.023,0.023,0.023000000000000003,0.022999999999999996,0.023,0.023,0.023,0.023,0.12362958959390266,0.12362791922890393,0.12189920303727055,0.12324361842216458,0.082
Pangasinan,0.07442140543751581,0.12769707395404314,0.12769707395404314,0.12769707395404314,0.20017764933565396,,0.10037384825447496,0.13053000178052174,0.2733978190275811,0.2732958697324442,0.2732807744614559,0.2733978190275811,0.2733978190275811,0.2733978190275811,0.2735171817399632,0.2733978190275811,0.2733978190275811,0.27329910122653356,0.2733978190275811,0.26647482142693557,0.2733564497216898,0.27337180070818623,0.27425314172591914,0.27318698720930296,0.12769707395404312,0.10037384825447497,0.760475475742233,,0.12769707395404312,,,0.27339781902758103,0.12769707395404314,0.30688559143297567,0.3125840559447478,0.07112062698355119,0.13383870831521705,0.42380634414166984,0.2733978190275811,0.2733978190275811,0.209866652876041,0.2733978190275811,0.07112062698355118,0.26766600632032506,,0.15839146738477553,0.24666021809724195,,,0.12769707395404312,0.12769707395404314,0.27339781902758103,0.2733978190275811,0.12769707395404312,0.12769707395404314,0.12811154675687084,,0.12769707395404312,0.12769707395404314,0.14919801935378724,0.12769707395404314,,0.13792292358698655,0.12769707395404314,0.12769707395404314,0.137462524336383,0.12769707395404314,0.12769707395404314,0.12769707395404314,,0.12769707395404312,0.12769707395404314,0.12769707395404312,0.12769707395404314,0.12769707395404312,0.12769707395404314,0.12769707395404314,0.12769707395404314,0.25356962066022765,0.25357041625607335,0.2543938048098146,0.253753458959667,0.2733978190275811
Romblon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masbate,0.03997366966135644,1.0,1.0,1.0,0.8224060872291685,,0.023000000000000003,0.023955160383716735,0.643,0.6418839133169144,0.6417186583153471,0.643,0.643,0.6430000000000001,0.6414773301938821,0.643,0.643,0.6419192899962219,0.643,0.5672107027935889,0.6425471108325788,0.6427151652715803,0.6320889372295981,0.6406919253396017,1.0,0.023,0.12769707395404312,,1.0,,,0.643,1.0,0.21580779819575036,0.14311441112246834,0.015000000000000001,0.039879461585985515,0.14826415108740798,0.643,0.643,0.44575792866215685,0.6429999999999999,0.015000000000000001,0.535170513006711,,0.2859454645783256,0.14,,,1.0,1.0,0.6430000000000001,0.643,1.0,1.0,0.998984447261853,,1.0,1.0,0.414763342534164,1.0,,0.9749443400778888,1.0,1.0,0.976072423070069,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42593142568893605,0.42594013544928655,0.43495415559137507,0.4279439896558561,0.6430000000000001
Lanao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maguindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotabato City,0.06567206097578544,0.643,0.643,0.643,0.8205939127708315,,0.082,0.08104483961628327,1.0,0.9972123314353983,0.9967995712260043,1.0,1.0,1.0,0.998065400198024,1.0,1.0,0.9973006923649927,1.0,0.810699791909101,0.9988688110749795,0.9992885634865497,0.9861371521322913,0.9942350829258544,0.6430000000000001,0.082,0.27339781902758103,,0.643,,,1.0,0.643,0.45723889335981804,0.36487966244062403,0.092,0.09385293499223432,0.1770259436357845,1.0,1.0,0.7148156038618445,1.0,0.09200000000000001,0.8229281187744398,,0.483749174899872,0.174,,,0.643,0.643,1.0,1.0,0.643,0.6430000000000001,0.644015552738147,,0.643,0.643,0.3050633454838301,0.643,,0.6680556599221112,0.6430000000000001,0.643,0.6669275769299309,0.643,0.643,0.643,,0.6430000000000001,0.6430000000000001,0.6430000000000001,0.643,0.643,0.643,0.643,0.6430000000000001,0.4578241545746485,0.4578459090902271,0.480360379490786,0.46285096959704713,1.0
Antique,0.039973669661356445,1.0,1.0,1.0,0.8224060872291685,,0.023,0.02395516038371673,0.643,0.6418839133169145,0.6417186583153474,0.643,0.6430000000000001,0.643,0.6414773301938821,0.6430000000000001,0.643,0.6419192899962219,0.643,0.567210702793589,0.6425471108325789,0.6427151652715802,0.6320889372295982,0.6406919253396017,1.0,0.023,0.12769707395404314,,1.0,,,0.643,1.0,0.2158077981957503,0.1431144111224684,0.014999999999999998,0.039879461585985515,0.148264151087408,0.643,0.643,0.4457579286621568,0.643,0.014999999999999998,0.5351705130067109,,0.2859454645783256,0.14,,,1.0,1.0,0.643,0.643,1.0,1.0,0.9989844472618531,,1.0,1.0,0.414763342534164,1.0,,0.9749443400778888,1.0,1.0,0.9760724230700693,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42593142568893594,0.42594013544928655,0.43495415559137507,0.42794398965585606,0.6430000000000001
Tarlac,0.06284212960471063,0.2158077981957503,0.2158077981957503,0.21580779819575027,0.3359105793014471,,0.10194939428715498,0.11183579849608942,0.45723889335981793,0.4562426819572462,0.4560951764638216,0.45723889335981793,0.457238893359818,0.45723889335981804,0.4579659552293917,0.45723889335981793,0.457238893359818,0.45627425894122564,0.457238893359818,0.38958988077489004,0.4568346475610606,0.4569846518133499,0.46244883294423117,0.45517872157430855,0.21580779819575033,0.10194939428715498,0.30688559143297567,,0.21580779819575036,,,0.45723889335981804,0.2158077981957503,0.661219532933261,0.6959300064047839,0.050037480982191254,0.11526526077358547,0.24817467292629733,0.457238893359818,0.457238893359818,0.32934518312246397,0.457238893359818,0.050037480982191254,0.40890760765978085,,0.2257212004943034,0.23178445241796614,,,0.2158077981957503,0.21580779819575033,0.457238893359818,0.45723889335981804,0.21580779819575033,0.21580779819575033,0.21649459374131808,,0.21580779819575033,0.21580779819575027,0.15989076509883524,0.21580779819575033,,0.2327523791902986,0.21580779819575033,0.21580779819575027,0.2319894819571388,0.21580779819575027,0.2158077981957503,0.2158077981957503,,0.21580779819575027,0.21580779819575033,0.21580779819575027,0.21580779819575033,0.2158077981957503,0.21580779819575033,0.21580779819575027,0.21580779819575033,0.2634849563709505,0.2634927306439584,0.2715385838779867,0.26528135731599883,0.45723889335981804
Pampanga,0.06236057283546363,0.14311441112246834,0.14311441112246834,0.14311441112246837,0.25343418338632845,,0.10534409352246123,0.11707535830723244,0.3648796624406241,0.36418829529399765,0.3640859270096782,0.364879662440624,0.36487966244062403,0.36487966244062403,0.3660596473769834,0.364879662440624,0.364879662440624,0.3642102096078234,0.36487966244062403,0.3179314899119835,0.3645991173036169,0.3647032197176419,0.3733351329943942,0.36344991059756027,0.14311441112246834,0.1053440935224612,0.3125840559447478,,0.14311441112246837,,,0.36487966244062403,0.14311441112246834,0.6959300064047839,0.7522633633642283,0.04289690672861605,0.11890890052072726,0.2602817340951184,0.364879662440624,0.364879662440624,0.2637514050016062,0.36487966244062403,0.042896906728616055,0.3384555883026322,,0.18181373369135412,0.24161737434092215,,,0.14311441112246834,0.1431144111224683,0.36487966244062403,0.36487966244062403,0.14311441112246834,0.14311441112246834,0.14374526352639555,,0.14311441112246837,0.14311441112246837,0.13518739613801967,0.14311441112246837,,0.15867876607924494,0.14311441112246834,0.14311441112246834,0.15797801087401067,0.1431144111224684,0.14311441112246837,0.14311441112246834,,0.14311441112246834,0.14311441112246837,0.14311441112246834,0.14311441112246834,0.14311441112246837,0.1431144111224684,0.14311441112246834,0.14311441112246837,0.2304151238719806,0.23042051918961373,0.23600431252727788,0.23166181969614896,0.36487966244062403
Mountain Province,0.04256221902140971,0.015,0.014999999999999998,0.015,0.053304569421159735,,0.011,0.0840697693543302,0.092,0.09165345253675884,0.09160214048147769,0.09200000000000001,0.09200000000000001,0.09200000000000001,0.09185043018007538,0.09200000000000001,0.09200000000000001,0.0916644370764525,0.09200000000000001,0.06846725018248423,0.09185937687952218,0.09191155816651805,0.09092822088728744,0.09128333754836947,0.015,0.011,0.07112062698355119,,0.015,,,0.09200000000000001,0.014999999999999998,0.05003748098219126,0.042896906728616055,1.0,0.060719842416128905,0.05679764151968095,0.09200000000000001,0.092,0.3771843961381554,0.09200000000000001,1.0,0.14988063914152697,,0.608250825100128,0.362,,,0.014999999999999998,0.014999999999999998,0.09200000000000001,0.092,0.014999999999999998,0.015,0.015219040786659154,,0.015,0.014999999999999998,0.10443616611529184,0.014999999999999998,,0.020404161943984776,0.014999999999999998,0.014999999999999998,0.020160849926063516,0.014999999999999998,0.014999999999999998,0.015,,0.015,0.014999999999999998,0.015,0.014999999999999998,0.014999999999999998,0.014999999999999998,0.014999999999999998,0.014999999999999998,0.02459971208606233,0.02460241648653647,0.0274012903206096,0.02522461779268592,0.09200000000000001
Kalinga,0.12375146558237057,0.039879461585985515,0.03987946158598552,0.03987946158598552,0.06672921040404753,,0.08786502954697582,0.11211906658995648,0.09385293499223431,0.0945374729095033,0.09463883001402353,0.09385293499223431,0.09385293499223431,0.09385293499223431,0.09392925638061249,0.09385293499223431,0.09385293499223432,0.09451577506224819,0.09385293499223431,0.1403373599452572,0.0941307089430561,0.09402763483832449,0.09439983456033005,0.09526856394370825,0.039879461585985515,0.08786502954697581,0.13383870831521708,,0.039879461585985515,,,0.09385293499223432,0.039879461585985515,0.11526526077358547,0.11890890052072728,0.060719842416128905,0.9592323067097929,0.1088205372851631,0.09385293499223432,0.0938529349922343,0.0834465021744962,0.09385293499223431,0.060719842416128905,0.11271068397859547,,0.07501484426477467,0.18182003939596775,,,0.039879461585985515,0.039879461585985515,0.09385293499223432,0.09385293499223431,0.039879461585985515,0.03987946158598551,0.04003299914538333,,0.039879461585985515,0.039879461585985515,0.09916593612675732,0.03987946158598552,,0.04366753159854037,0.03987946158598552,0.039879461585985515,0.04349698101764824,0.03987946158598551,0.039879461585985515,0.03987946158598552,,0.03987946158598552,0.03987946158598552,0.039879461585985515,0.039879461585985515,0.03987946158598551,0.03987946158598551,0.03987946158598552,0.039879461585985515,0.22698925138716683,0.22698390936373736,0.22145527196683978,0.22575487025247087,0.09385293499223431
Batanes,0.04672202373788175,0.148264151087408,0.14826415108740804,0.14826415108740804,0.1625720482217753,,0.06392311321280914,0.0870499339965406,0.17702594363578453,0.17727839971177337,0.177315779988651,0.17702594363578453,0.17702594363578453,0.1770259436357845,0.1772795438217822,0.17702594363578453,0.17702594363578453,0.17727039759350172,0.1770259436357845,0.1941692971625786,0.17712838605696718,0.1770903725541938,0.1788431777707813,0.177548024474741,0.14826415108740806,0.06392311321280915,0.42380634414166984,,0.14826415108740798,,,0.1770259436357845,0.148264151087408,0.24817467292629725,0.26028173409511834,0.05679764151968095,0.1088205372851631,0.9200317657653746,0.17702594363578453,0.17702594363578447,0.1392646707969115,0.17702594363578447,0.05679764151968095,0.17413373177389144,,0.10866915930998503,0.16353443396531056,,,0.14826415108740804,0.148264151087408,0.1770259436357845,0.1770259436357845,0.14826415108740804,0.14826415108740804,0.14834596934280442,,0.14826415108740804,0.14826415108740804,0.12670581061178054,0.148264151087408,,0.1502827664735213,0.148264151087408,0.14826415108740806,0.15019188219061244,0.14826415108740806,0.148264151087408,0.148264151087408,,0.148264151087408,0.148264151087408,0.148264151087408,0.14826415108740804,0.14826415108740804,0.148264151087408,0.14826415108740804,0.148264151087408,0.2261263238495881,0.22612435372311476,0.22408540442962013,0.2256710868062067,0.1770259436357845
Quirino,0.06567206097578544,0.6430000000000001,0.643,0.6430000000000001,0.8205939127708316,,0.082,0.08104483961628327,1.0,0.9972123314353982,0.9967995712260044,1.0,1.0,1.0,0.998065400198024,1.0,1.0,0.9973006923649927,1.0,0.810699791909101,0.9988688110749798,0.9992885634865496,0.9861371521322914,0.9942350829258546,0.643,0.08200000000000002,0.2733978190275811,,0.643,,,1.0,0.643,0.457238893359818,0.364879662440624,0.09199999999999998,0.09385293499223434,0.17702594363578453,1.0,1.0,0.7148156038618446,1.0,0.092,0.8229281187744398,,0.483749174899872,0.174,,,0.643,0.643,1.0,1.0,0.6430000000000001,0.643,0.644015552738147,,0.643,0.643,0.30506334548383013,0.643,,0.6680556599221112,0.643,0.643,0.6669275769299309,0.643,0.643,0.643,,0.643,0.643,0.643,0.643,0.643,0.6430000000000001,0.643,0.643,0.45782415457464837,0.4578459090902271,0.48036037949078597,0.4628509695970471,1.0
Nueva Vizcaya,0.06567206097578546,0.643,0.6430000000000001,0.643,0.8205939127708316,,0.082,0.08104483961628327,1.0,0.9972123314353982,0.9967995712260044,1.0,1.0,1.0,0.998065400198024,1.0,1.0,0.9973006923649926,1.0,0.810699791909101,0.9988688110749796,0.9992885634865496,0.9861371521322914,0.9942350829258544,0.6430000000000001,0.082,0.2733978190275811,,0.643,,,1.0,0.643,0.457238893359818,0.364879662440624,0.09199999999999998,0.0938529349922343,0.17702594363578447,1.0,1.0,0.7148156038618446,1.0,0.092,0.8229281187744397,,0.48374917489987196,0.174,,,0.643,0.6430000000000001,1.0,1.0,0.643,0.643,0.6440155527381469,,0.6430000000000001,0.6430000000000001,0.30506334548383013,0.643,,0.6680556599221111,0.643,0.6430000000000001,0.666927576929931,0.643,0.643,0.643,,0.643,0.6430000000000001,0.6430000000000001,0.643,0.6430000000000001,0.643,0.643,0.643,0.45782415457464837,0.45784590909022727,0.48036037949078614,0.462850969597047,1.0
La Union,0.0584137280213726,0.44575792866215674,0.4457579286621568,0.4457579286621568,0.5796038818827061,,0.059700339068492266,0.08199490873600272,0.7148156038618445,0.7127946419571456,0.7124954052869209,0.7148156038618446,0.7148156038618446,0.7148156038618446,0.7134416457972252,0.7148156038618445,0.7148156038618446,0.7128587005309809,0.7148156038618447,0.5775795945452316,0.7139955315786785,0.714299837350161,0.7049701714334038,0.7106362412437273,0.4457579286621568,0.059700339068492266,0.209866652876041,,0.4457579286621568,,,0.7148156038618445,0.44575792866215674,0.32934518312246397,0.2637514050016062,0.3771843961381554,0.08344650217449619,0.1392646707969115,0.7148156038618446,0.7148156038618446,0.6087724848177075,0.7148156038618444,0.3771843961381554,0.611537547131907,,0.5228526197573212,0.23304698950878108,,,0.4457579286621568,0.44575792866215674,0.7148156038618446,0.7148156038618446,0.4457579286621568,0.4457579286621568,0.4465233131405,,0.44575792866215674,0.44575792866215674,0.2420504148702641,0.4457579286621567,,0.46464145137710705,0.44575792866215685,0.44575792866215674,0.46379125701489865,0.4457579286621568,0.4457579286621568,0.4457579286621568,,0.44575792866215674,0.4457579286621568,0.44575792866215674,0.44575792866215674,0.44575792866215674,0.4457579286621568,0.44575792866215674,0.44575792866215674,0.3217571380290576,0.3217729092896007,0.3380951104155815,0.3254014025557798,0.7148156038618446
Isabela,0.06567206097578544,0.643,0.6429999999999999,0.643,0.8205939127708314,,0.082,0.08104483961628327,1.0,0.9972123314353982,0.9967995712260044,1.0,1.0,1.0,0.998065400198024,1.0,1.0,0.9973006923649929,1.0,0.810699791909101,0.9988688110749797,0.9992885634865496,0.9861371521322914,0.9942350829258545,0.643,0.08200000000000002,0.2733978190275811,,0.6429999999999999,,,1.0,0.643,0.457238893359818,0.36487966244062403,0.09200000000000001,0.09385293499223432,0.17702594363578447,1.0,1.0,0.7148156038618445,1.0,0.092,0.8229281187744398,,0.483749174899872,0.17399999999999996,,,0.643,0.643,1.0,1.0,0.643,0.643,0.6440155527381469,,0.6429999999999999,0.643,0.3050633454838301,0.643,,0.6680556599221112,0.643,0.6429999999999999,0.6669275769299309,0.6429999999999999,0.643,0.643,,0.643,0.643,0.643,0.6429999999999999,0.643,0.6429999999999999,0.643,0.643,0.4578241545746485,0.45784590909022727,0.480360379490786,0.46285096959704713,1.0
Ilocos Sur,0.0425622190214097,0.015000000000000001,0.015,0.015,0.05330456942115973,,0.011,0.08406976935433019,0.092,0.09165345253675883,0.09160214048147766,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09185043018007537,0.09199999999999998,0.09199999999999998,0.09166443707645248,0.092,0.06846725018248422,0.09185937687952213,0.09191155816651804,0.09092822088728741,0.09128333754836947,0.015000000000000001,0.011,0.07112062698355118,,0.015,,,0.09199999999999998,0.015,0.050037480982191254,0.042896906728616055,1.0,0.060719842416128905,0.05679764151968095,0.09199999999999998,0.09199999999999998,0.3771843961381554,0.09199999999999998,1.0,0.14988063914152694,,0.608250825100128,0.362,,,0.015000000000000001,0.015,0.09199999999999998,0.09199999999999998,0.014999999999999998,0.015,0.015219040786659154,,0.015,0.015,0.10443616611529187,0.014999999999999998,,0.02040416194398477,0.015,0.015,0.020160849926063516,0.014999999999999998,0.015,0.014999999999999998,,0.015,0.015,0.015,0.014999999999999998,0.014999999999999998,0.015,0.014999999999999998,0.015000000000000001,0.024599712086062327,0.02460241648653647,0.0274012903206096,0.02522461779268593,0.092
Ilocos Norte,0.0692316783593275,0.5351705130067109,0.5351705130067108,0.5351705130067109,0.6783189699754989,,0.08757369117659147,0.10269221797486353,0.8229281187744398,0.8207467903900789,0.8204238088232892,0.8229281187744397,0.8229281187744398,0.8229281187744398,0.8214523977085467,0.8229281187744398,0.8229281187744399,0.8208159321116743,0.8229281187744397,0.6748022180423907,0.8220429724763635,0.8223714253855032,0.8123534786805273,0.8184171172131349,0.5351705130067108,0.08757369117659149,0.26766600632032506,,0.5351705130067109,,,0.8229281187744398,0.5351705130067108,0.40890760765978085,0.33845558830263234,0.14988063914152697,0.11271068397859547,0.1741337317738914,0.8229281187744398,0.8229281187744397,0.611537547131907,0.8229281187744398,0.14988063914152694,0.7217750053957535,,0.44026147043517455,0.3510718812255602,,,0.5351705130067108,0.535170513006711,0.8229281187744397,0.8229281187744398,0.5351705130067109,0.5351705130067109,0.5359890929071593,,0.5351705130067108,0.5351705130067109,0.2855053724250405,0.5351705130067109,,0.5553664701779076,0.535170513006711,0.5351705130067108,0.5544571859736019,0.5351705130067109,0.5351705130067109,0.5351705130067109,,0.5351705130067109,0.5351705130067109,0.5351705130067108,0.535170513006711,0.5351705130067109,0.5351705130067109,0.5351705130067108,0.5351705130067108,0.398679850541017,0.398696873275686,0.41631426652221865,0.4026132931426683,0.8229281187744397
Cagayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benguet,0.05253277135367087,0.28594546457832554,0.28594546457832565,0.2859454645783256,0.38434528215981445,,0.04163236940296356,0.08276468815498002,0.483749174899872,0.4823494256995288,0.48214216979387003,0.48374917489987196,0.483749174899872,0.48374917489987207,0.4828294684911367,0.483749174899872,0.48374917489987207,0.4823937936499057,0.483749174899872,0.38869741076093905,0.48318118026330004,0.48339194710620875,0.4771587937707968,0.48085448427307115,0.2859454645783256,0.04163236940296357,0.15839146738477553,,0.2859454645783256,,,0.483749174899872,0.2859454645783256,0.22572120049430336,0.18181373369135415,0.608250825100128,0.0750148442647747,0.10866915930998503,0.483749174899872,0.48374917489987196,0.5228526197573212,0.483749174899872,0.608250825100128,0.44026147043517455,,0.5545356062238915,0.28088893735553305,,,0.2859454645783256,0.2859454645783256,0.483749174899872,0.48374917489987207,0.2859454645783256,0.2859454645783256,0.28650815393303897,,0.2859454645783256,0.2859454645783256,0.19099512204052696,0.2859454645783256,,0.2998281046263605,0.2859454645783256,0.28594546457832565,0.29920306540674174,0.2859454645783256,0.2859454645783256,0.28594546457832554,,0.28594546457832554,0.28594546457832554,0.2859454645783256,0.28594546457832554,0.28594546457832554,0.2859454645783256,0.28594546457832554,0.2859454645783256,0.21151085513822163,0.2115217785550768,0.22282678530498648,0.21403492862286175,0.483749174899872
